3Alpha_Code,Name_En,Scientific_Name,Family,Order,Major_Group,ISSCAAP_Group,CPC_Class,CPC_Group
SIL,Silversides(=Sand smelts) nei,Atherinidae,ATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BGY,,Bedotia geayi,BEDOTIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RCO,Katrana,Rheocles alaotrensis,BEDOTIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
YCR,,Cairnsichthys rhombosomoides,MELANOTAENIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CTX,Axelrod's rainbowfish,Chilatherina axelrodi,MELANOTAENIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GII,Red rainbowfish,Glossolepis incisus,MELANOTAENIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IRW,Threadfin rainbowfish,Iriatherina werneri,MELANOTAENIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MLF,North New Guinea rainbowfish,Melanotaenia affinis,MELANOTAENIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RCN,,Rhadinocentrus ornatus,MELANOTAENIIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KUA,Glass blue-eye,Kiunga ballochi,PSEUDOMUGILIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PDQ,Popondetta blue-eye,Pseudomugil connieae,PSEUDOMUGILIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SGV,Redfinned blue-eye,Scaturiginichthys vermeilipinnis,PSEUDOMUGILIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PSD,Blue eyes,Pseudomugilidae,PSEUDOMUGILIDAE,ATHERINIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IFL,,Iso flosmaris,NOTOCHEIRIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NCH,,Notocheirus hubbsi,NOTOCHEIRIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KYH,Marine sailfin silverside,Kalyptatherina helodes,TELMATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PIY,,Paratherina cyanea,TELMATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUS,,Quirichthys stramineus,TELMATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TEB,,Telmatherina abendanoni,TELMATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TGU,,Tominanga aurea,TELMATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DTE,Mercer's tusked silverside,Dentatherina merceri,DENTATHERINIDAE,ATHERINIFORMES,PISCES,Miscellaneous pelagic fishes,"Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KZS,Banana mullet,Mugil bananensis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MUF,Flathead grey mullet,Mugil cephalus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MUB,Lebranche mullet,Mugil liza,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MGU,White mullet,Mugil curema,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MGI,Parassi mullet,Mugil incilis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MMW,,Mugil trichodon,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYZ,So-iuy mullet,Mugil soiuy,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MUO,Leaping African mullet,Mugil capurrii,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MGS,,Mugil spp,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MBP,,Chelon bispinosus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MLR,Thicklip grey mullet,Chelon labrosus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IEG,Otomebora mullet,Chelon melinopterus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZP,Goldspot mullet,Chelon parsia,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZT,Tade gray mullet,Chelon planiceps,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZM,Largescale mullet,Chelon macrolepis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZI,Greenback mullet,Chelon subviridis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAD,Yellow-eye mullet,Aldrichetta forsteri,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAJ,Fairy mullet,Agonostomus telfairii,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AJW,Mountain mullet,Agonostomus monticola,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MCW,Sharp-nosed river mullet,Cestraeus oxyrhynchus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GHS,Goldie river mullet,Cestraeus goldiei,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPY,Lobed river mullet,Cestraeus plicatilis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GXE,River mullets nei,Cestraeus spp,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MUA,Bobo mullet,Joturus pichardi,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MHE,Half fringelip mullet,Crenimugil heterocheilus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
VCC,Fringelip mullet,Crenimugil crenilabis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MGC,Thinlip grey mullet,Liza ramada,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MGA,Golden grey mullet,Liza aurata,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZR,South African mullet,Liza richardsonii,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZU,,Liza tricuspidens,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZS,Leaping mullet,Liza saliens,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KZW,Largescaled mullet,Liza grandisquamis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZD,Grooved mullet,Liza dumerili,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZV,Squaretail mullet,Liza vaigiensis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZK,Klunzinger's mullet,Liza klunzingeri,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KZY,Sicklefin mullet,Liza falcipinnis,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZH,Abu mullet,Liza abu,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IDY,Diamond mullet,Liza alata,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MPK,Persian mullet,Liza persicus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SOY,So-iny (redlip) mullet,Liza haematocheilus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LZZ,,Liza spp,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MGK,Longfin mullet,Moolgarda pedaraki,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RIC,Corsula,Rhinomugil corsula,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MCQ,Snouted mullet,Chaenomugil proboscideus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MXE,Sand grey mullet,Myxus elongatus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NML,Acute-jawed mullet,Neomyxus leuciscus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ODL,Boxlip mullet,Oedalechilus labeo,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ODZ,Hornlip mullet,Oedalechilus labiosus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
VMC,Longarm mullet,Valamugil cunnesius,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
VMH,Bluespot mullet,Valamugil seheli,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
VMP,Speigler's mullet,Valamugil speigleri,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
VMX,,Valamugil spp,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MSJ,,Sicamugil hamiltonii,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
XET,Thoburn's mullet,Xenomugil thoburni,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IEH,Broad-mouthed mullet,Paramugil parmatus,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MUL,Mullets nei,Mugilidae,MUGILIDAE,MUGILIFORMES,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FLT,Asian swamp eel,Monopterus albus,SYNBRANCHIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OFA,Obscure swamp eel,Ophisternon aenigmaticum,SYNBRANCHIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SXR,Marbled swamp eel,Synbranchus marmoratus,SYNBRANCHIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AVF,,Afromastacembelus flavidus,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CAV,,Caecomastacembelus aviceps,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRE,Lesser spiny eel,Macrognathus aculeatus,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MDY,,Mastacembelus dayi,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MWY,Fire eel,Mastacembelus erythrotaenia,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JCB,,Mastacembelus cunningtoni,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AEX,,Mastacembelus sexdecimspinus,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZMB,Zig-zag eel,Mastacembelus armatus,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZMF,Tire track eel,Mastacembelus favus,MASTACEMBELIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CDW,Burmese spineless eel,Chaudhuria caudata,CHAUDHURIIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CED,,Chendol keelini,CHAUDHURIIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NGF,,Nagaichthys filipes,CHAUDHURIIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BIU,,Bihunichthys monopteroides,CHAUDHURIIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PKJ,,Pillaia khajuriai,CHAUDHURIIDAE,SYNBRANCHIFORMES,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DTB,Mottled fusilier,Dipterygonotus balteatus,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GMY,Slender fusilier,Gymnocaesio gymnoptera,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TEC,Goldband fusilier,Pterocaesio chrysozona,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TED,Double-lined fusilier,Pterocaesio digramma,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TEI,Banana fusilier,Pterocaesio pisang,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TET,One-stripe fusilier,Pterocaesio tessellata,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
UDH,Capricorn fusilier,Pterocaesio capricornis,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
UDK,Dark-banded fusilier,Pterocaesio tile,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TZX,,Pterocaesio spp,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CJC,Blue and gold fusilier,Caesio caerulaurea,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CJU,Redbelly yellowtail fusilier,Caesio cuning,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CJV,Variable-lined fusilier,Caesio varilineata,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CJZ,Lunar fusilier,Caesio lunaris,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FJR,Suez fusilier,Caesio suevica,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IFK,Yellow and blueback fusilier,Caesio teres,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IHA,Yellowback fusilier,Caesio xanthonota,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FUS,Fusiliers Caesio nei,Caesio spp,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CJX,Fusiliers nei,Caesionidae,CAESIONIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPJ,Union snook,Centropomus unionensis,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPU,Armed snook,Centropomus armatus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPN,Swordspine snook,Centropomus ensiferus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPD,Blackfin snook,Centropomus medius,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPG,Black snook,Centropomus nigrescens,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPP,Fat snook,Centropomus parallelus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPS,Tarpon snook,Centropomus pectinatus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPL,Yellowfin snook,Centropomus robalito,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SNO,Common snook,Centropomus undecimalis,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JPV,White snook,Centropomus viridis,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JPM,Largescale fat snook,Centropomus mexicanus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ROB,Snooks(=Robalos) nei,Centropomus spp,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GIP,Barramundi(=Giant seaperch),Lates calcarifer,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous diadromous fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LTG,Tanganyika lates,Lates angustifrons,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LTO,Albert lates,Lates macrophthalmus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LSM,Bigeye lates,Lates mariae,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LSL,Forktail lates,Lates microlepis,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NIP,Nile perch,Lates niloticus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IRQ,Sleek lates,Lates stappersii,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PEX,Freshwater perches nei,Lates spp,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HYK,,Hypopterus macropterus,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PWG,Waigieu seaperch,Psammoperca waigiensis,CENTROPOMIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EHG,Redmouth grouper,Aethaloperca rogaa,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AYG,Slender grouper,Anyperodon leucogrammicus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OSB,,Aporops bilinearis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
UFT,Goldribbon soapfish,Aulacocephalus temmincki,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BMX,Yellowtail bass,Bathyanthias mexicanus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BPH,Arrowhead soapfish,Belonoperca chabanaudi,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IPL,Butterfly perch,Caesioperca lepidoptera,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ITH,,Caesioscorpis theagenes,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
