3Alpha_Code,Name_En,Scientific_Name,Family,Order,Major_Group,ISSCAAP_Group,CPC_Class,CPC_Group
RGZ,Zonetail butterfly ray,Gymnura zonura,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QPI,,Gymnura natalensis,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RBY,Butterfly rays nei,Gymnura spp,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HHB,Sixgill stingray,Hexatrygon bickelli,HEXATRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HHL,,Hexatrygon longirostra,HEXATRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTJ,,Trygonoptera javanica,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTK,,Trygonoptera kaiana,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTU,Western shovelnose stingaree,Trygonoptera mucosa,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTO,Striped stingaree,Trygonoptera ovalis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTP,Masked stingaree,Trygonoptera personata,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUR,,Urolophus armatus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUU,,Urolophus aurantiacus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUC,Sandyback stingaree,Urolophus bucculentus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUI,Circular stingaree,Urolophus circularis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUO,Spot-on-spot round ray,Urolophus concentricus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUT,Crossback stingaree,Urolophus cruciatus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUE,Wide stingaree,Urolophus expansus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUV,Patchwork stingaree,Urolophus flavomosaicus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUG,Spotted stingaree,Urolophus gigas,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUH,Haller's round ray,Urolophus halleri,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUJ,Yellow stingray,Urolophus jamaicensis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUL,Lobed stingaree,Urolophus lobatus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUM,Spotted round ray,Urolophus maculatus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUK,Mitotic stingaree,Urolophus mitosis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUQ,Coastal stingaree,Urolophus orarius,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUP,Sparsely-spotted stingaree,Urolophus paucimaculatus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUX,Yellowback stingaree,Urolophus sufflavus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUY,Common stingaree,Urolophus testaceus,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUZ,Greenback stingaree,Urolophus viridis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUW,Brown stingaree,Urolophus westraliensis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RVX,,Urolophus spp,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUA,Spiny-tail round ray,Urotrygon aspidura,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUC,Chilean round ray,Urotrygon chilensis,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUM,,Urotrygon microphthalmum,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUU,Munda round ray,Urotrygon munda,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUN,Dwarf round ray,Urotrygon nana,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUR,Reticulate round ray,Urotrygon reticulata,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUO,Rogers' round ray,Urotrygon rogersi,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JUS,Fake round ray,Urotrygon simulatrix,UROLOPHIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RAM,,Anacanthobatis americanus,ANACANTHOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RAO,,Anacanthobatis borneensis,ANACANTHOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RAU,Spotted legskate,Anacanthobatis marmoratus,ANACANTHOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RAN,,Anacanthobatis melanosoma,ANACANTHOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RAH,Black legskate,Anacanthobatis ori,ANACANTHOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RPD,Deep-water stingray,Plesiobatis daviesi,PLESIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SRX,"Rays, stingrays, mantas nei",Rajiformes,,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTB,Rosette torpedo,Torpedo bauchotae,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTC,Pacific electric ray,Torpedo californica,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTF,New Zealand torpedo,Torpedo fairchildi,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTU,Black-spotted torpedo,Torpedo fuscomaculata,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTN,Ringed torpedo,Torpedo mackayana,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTI,Shorttail torpedo,Torpedo macneilli,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTR,Marbled electric ray,Torpedo marmorata,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTO,Electric ray,Torpedo nobiliana,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTT,Panther electric ray,Torpedo panthera,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTD,Peruvian torpedo,Torpedo peruana,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTJ,Variable torpedo ray,Torpedo sinuspersici,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTQ,Trapezoid torpedo,Torpedo tokionis,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTV,Common torpedo,Torpedo torpedo,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTW,Chilean torpedo,Torpedo tremens,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TZP,Argentine torpedo,Torpedo puelcha,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TOE,Torpedo rays,Torpedo spp,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TTP,Australian numbfish,Hypnos monopterygium,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TOD,Electric rays nei,Torpedinidae,TORPEDINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNB,Blind torpedo,Benthobatis marcida,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNC,,Crassinarke dormitor,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TND,Ocellated electric ray,Diplobatis ommata,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNP,,Diplobatis picta,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNY,,Discopyge tschudii,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNH,Natal electric ray,Heteronarce garmani,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNM,,Heteronarce mollis,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNA,Brazilian electric ray,Narcine brasiliensis,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNR,,Narcine brevilabiata,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNU,Brown numbfish,Narcine brunnea,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNE,Giant electric ray,Narcine entemedor,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNI,,Narcine indica,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNL,,Narcine lingula,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNO,,Narcine prodorsalis,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNN,Slender electric ray,Narcine rierai,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNT,Tasmanian numbfish,Narcine tasmaniensis,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNQ,Spotted numbfish,Narcine timlei,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNV,Vermiculate electric ray,Narcine vermiculatus,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNW,Banded numbfish,Narcine westraliensis,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TZB,Bancroft's numbfish,Narcine bancroftii,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNK,Onefin electric ray,Narke capensis,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNG,Numbray,Narke dipterygia,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TNJ,,Narke japonica,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NTH,,Temera hardwickii,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NTY,Blind electric ray,Typhlonarke aysoni,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NTT,Oval electric ray,Typhlonarke tarakea,NARCINIDAE,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TOF,"Electric rays, etc. nei",Torpediniformes,,TORPEDINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CMO,Rabbit fish,Chimaera monstrosa,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CMH,Silver chimaera,Chimaera phantasma,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CMS,,Chimaera jordani,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CMW,,Chimaera owstoni,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CMU,,Chimaera cubana,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DDR,Cape chimaera,Chimaera notafricana,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
WCH,Opal chimaera,Chimaera opalescens,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZZC,Dark-mouth chimaera,Chimaera buccanigella,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZZD,Falkor chimaera,Chimaera didierae,CHIMAERIDAE,CHIMAERIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
